,bayesian,spectral,leiden,louvain
adjusted_mutual_info_score,0.5293634604513587,0.582712969494566,0.15666389537053482,0.15827077686545848
adjusted_rand_score,0.2922404475035804,0.7183688540672356,0.14265242009081736,0.13877336758071815
v_measure_score,0.5256654993656902,0.6339665605477856,0.4568922956871475,0.45903155306887344
