K,Metric,bayesian,spectral,leiden,louvain
3,adjusted_mutual_info_score,0.7275260182864076,1.0,0.14918932355929088,0.14803932017197746
3,adjusted_rand_score,0.5473945706901626,1.0,0.0668150950340187,0.06015297858291282
3,v_measure_score,0.6816968964721924,1.0,0.353093276201916,0.35117741780913686
3,homogeneity_score,0.5508118872992367,1.0,1.0000000000000004,1.0000000000000004
4,adjusted_mutual_info_score,0.5664705405963478,1.0,0.13932685148463417,0.13768239141149705
4,adjusted_rand_score,0.2963156728994113,1.0,0.06651816133928536,0.05823602787610086
4,v_measure_score,0.5627525966958566,1.0,0.4057516339224108,0.4039626828089572
4,homogeneity_score,0.40513929404396265,1.0,1.0,1.0
5,adjusted_mutual_info_score,0.4417585164289692,1.0,0.12970377644261924,0.1289783198046568
5,adjusted_rand_score,0.19296291775458982,1.0,0.059585206966567814,0.058182722614670765
5,v_measure_score,0.44132201022742706,1.0,0.44485131939162,0.44437545368684805
5,homogeneity_score,0.3104830253636611,1.0,0.9999999999999998,0.9999999999999998
6,adjusted_mutual_info_score,0.3890424688496127,1.0,0.12152739458412261,0.12076323460705754
6,adjusted_rand_score,0.1393949992700751,1.0,0.058203080991751,0.05358736614216066
6,v_measure_score,0.3992216611757066,1.0,0.47592778062466856,0.4754269285673992
6,homogeneity_score,0.2522668861197003,1.0,0.9999999999999998,0.9999999999999998
7,adjusted_mutual_info_score,0.3366987764940707,1.0,0.11488472399508579,0.11429908551981165
7,adjusted_rand_score,0.09976678996949583,1.0,0.05851096733227775,0.05653790330413039
7,v_measure_score,0.34720796697537337,1.0,0.5017509310612944,0.5011874576737465
7,homogeneity_score,0.20104159168357,1.0,0.9990921282434992,0.9991064017117315
8,adjusted_mutual_info_score,0.29799506347789795,0.9485138311033641,0.10657545914616076,0.10604123522929412
8,adjusted_rand_score,0.07369617442353257,0.9608944367193372,0.055089462046241565,0.05193876450103898
8,v_measure_score,0.2886661975711555,0.9500905198390809,0.5194293221800143,0.5189204765893506
8,homogeneity_score,0.18111355853761996,0.9346659795677625,0.9880618370613778,0.9882296053729782
9,adjusted_mutual_info_score,0.25584705242864,0.6225913524065283,0.08911751738121551,0.08954301752800817
9,adjusted_rand_score,0.055070709290922816,0.7502859673338945,0.0688963875967619,0.06774400551860063
9,v_measure_score,0.268219681676922,0.6743068876469586,0.5103095045187716,0.5102317993847845
9,homogeneity_score,0.15703948428497266,0.6005396524532792,0.9126803371812992,0.9127831942828761
