c_min,Metric,bayesian,spectral,leiden,louvain,walktrap
20,adjusted_mutual_info_score,0.9754497485886044,0.9600637974904045,0.9567681058570869,0.930100762491004,0.6953569051186789
20,adjusted_rand_score,0.9490215920134034,0.9604992966013526,0.9401087706560153,0.8455707730003619,0.6759705084126056
20,v_measure_score,0.9470658413692788,0.960552982498211,0.9697392004907608,0.9112252793460666,0.7008514566310592
20,homogeneity_score,0.9737225100505471,0.9605326688784703,0.954527183941512,0.8862138231022263,0.696114464863228
20,fowlkes_mallows_score,0.9397355991196908,0.9631219614440145,0.9194198267428947,0.852348179561465,0.7303420223592718
40,adjusted_mutual_info_score,0.931287561907143,0.9600637974904045,0.9284964552540738,0.8731558256134276,0.6953569051186789
40,adjusted_rand_score,0.9588890402712174,0.9604992966013526,0.885240346554429,0.8648961007510103,0.6759705084126056
40,v_measure_score,0.9685436697234071,0.960552982498211,0.9610373154423636,0.9026578052398889,0.7008514566310592
40,homogeneity_score,0.9680403236427765,0.9605326688784703,0.9578766181137841,0.8809474206419802,0.696114464863228
40,fowlkes_mallows_score,0.9714237161488335,0.9631219614440145,0.9563621943704529,0.8925178705879695,0.7303420223592718
60,adjusted_mutual_info_score,0.9694801178789116,0.9600637974904045,0.9382012522931067,0.9224794755473578,0.6953569051186789
60,adjusted_rand_score,0.9522735973491285,0.9604992966013526,0.9308909905597298,0.8718436658944885,0.6759705084126056
60,v_measure_score,0.9303706211337547,0.960552982498211,0.969470234108404,0.8992781656284308,0.7008514566310592
60,homogeneity_score,0.9529048689382977,0.9605326688784703,0.9516741692440892,0.8809864826963942,0.696114464863228
60,fowlkes_mallows_score,0.9672594382544158,0.9631219614440145,0.9259834433721634,0.8893952931496703,0.7303420223592718
80,adjusted_mutual_info_score,0.9666953876094496,0.9600637974904045,0.9296204454617099,0.9058184213393947,0.6953569051186789
80,adjusted_rand_score,0.960680478086265,0.9604992966013526,0.9571408083516667,0.8877903413541854,0.6759705084126056
80,v_measure_score,0.9384129208904032,0.960552982498211,0.9562404445558222,0.9001623549847337,0.7008514566310592
80,homogeneity_score,0.9770058984904091,0.9605326688784703,0.9308567988678409,0.9086958385273753,0.696114464863228
80,fowlkes_mallows_score,0.9592346297087049,0.9631219614440145,0.9345064782696518,0.8872802239261002,0.7303420223592718
100,adjusted_mutual_info_score,0.9255409693946645,0.9600637974904045,0.9443737144938261,0.9261855082830139,0.6953569051186789
100,adjusted_rand_score,0.900196097693265,0.9604992966013526,0.9330663296503461,0.9035884847494898,0.6759705084126056
100,v_measure_score,0.9546769036104077,0.960552982498211,0.9701839073184191,0.8960171539529582,0.7008514566310592
100,homogeneity_score,0.965214263336345,0.9605326688784703,0.9154684513831752,0.8610915116492169,0.696114464863228
100,fowlkes_mallows_score,0.9419877292051352,0.9631219614440145,0.9429496815702401,0.8746815721952963,0.7303420223592718
120,adjusted_mutual_info_score,0.9606745504600989,0.9600637974904045,0.9221904396244825,0.8941953193232287,0.6953569051186789
120,adjusted_rand_score,0.9625368025306578,0.9604992966013526,0.923183316729812,0.8606944519838102,0.6759705084126056
120,v_measure_score,0.9706899640078099,0.960552982498211,0.9526480121294156,0.888091862566125,0.7008514566310592
120,homogeneity_score,0.9709958961782303,0.9605326688784703,0.8915454526886313,0.9194627363254589,0.696114464863228
120,fowlkes_mallows_score,0.9770586493960168,0.9631219614440145,0.9648275105450802,0.9053779846173453,0.7303420223592718
140,adjusted_mutual_info_score,0.888048662991532,0.9600637974904045,0.9694321104224366,0.8893681963466268,0.6953569051186789
140,adjusted_rand_score,0.9382993663759949,0.9604992966013526,0.9226474115992769,0.8753398418860151,0.6759705084126056
140,v_measure_score,0.9696151270546173,0.960552982498211,0.96255946303101,0.9461275805012634,0.7008514566310592
140,homogeneity_score,0.9682621825721489,0.9605326688784703,0.9210351874030109,0.9048408263751136,0.696114464863228
140,fowlkes_mallows_score,0.971411413686396,0.9631219614440145,0.9601560690610771,0.8944655152784939,0.7303420223592718
160,adjusted_mutual_info_score,0.9379653156231885,0.9600637974904045,0.9429081365965409,0.9185140538799544,0.6953569051186789
160,adjusted_rand_score,0.966321174272254,0.9604992966013526,0.9514516037461392,0.8595016946352321,0.6759705084126056
160,v_measure_score,0.9699862544966684,0.960552982498211,0.941729889234813,0.8789014639769404,0.7008514566310592
160,homogeneity_score,0.9603830544895825,0.9605326688784703,0.9536438544789357,0.8632470095440796,0.696114464863228
160,fowlkes_mallows_score,0.9198389987885867,0.9631219614440145,0.9360439000490637,0.8823136458020633,0.7303420223592718
180,adjusted_mutual_info_score,0.9138897110475834,0.9600637974904045,0.9756245067318403,0.9564714358030747,0.6953569051186789
180,adjusted_rand_score,0.9290257673370302,0.9604992966013526,0.9406076670353729,0.8799145985444689,0.6759705084126056
180,v_measure_score,0.957160962207829,0.960552982498211,0.958807735888118,0.8949018497094825,0.7008514566310592
180,homogeneity_score,0.9670948799136969,0.9605326688784703,0.9341620309461224,0.9018378834003593,0.696114464863228
180,fowlkes_mallows_score,0.9435257234402614,0.9631219614440145,0.9494544258830568,0.8519048389661623,0.7303420223592718
200,adjusted_mutual_info_score,0.9314190295219623,0.9600637974904045,0.9379562495834071,0.9056171882317715,0.6953569051186789
200,adjusted_rand_score,0.9419851867985252,0.9604992966013526,0.950776144479249,0.8621249600713004,0.6759705084126056
200,v_measure_score,0.9198964753510037,0.960552982498211,0.9457278799559455,0.9165875570699107,0.7008514566310592
200,homogeneity_score,0.95548706123814,0.9605326688784703,0.9284825465785523,0.8604982761777231,0.696114464863228
200,fowlkes_mallows_score,0.864455624494197,0.9631219614440145,0.9593902432026139,0.8825558402042368,0.7303420223592718
