,bayesian,spectral,leiden,louvain
adjusted_mutual_info_score,0.4408296881916784,0.5927253136413754,0.15276099016452238,0.15200071951312782
adjusted_rand_score,0.2771166538921976,0.7238365295342379,0.14144877377945747,0.13806926119782842
v_measure_score,0.5345049845476296,0.6443323029576531,0.45728648221777374,0.4580573418264112
