K,Metric,bayesian,bayesian_fixed_K,spectral,leiden,louvain
3,adjusted_mutual_info_score,0.7334012369626352,0.7334012369626352,1.0,0.1487962628940579,0.1491352774784969
3,adjusted_rand_score,0.5711835334476844,0.5711835334476844,1.0,0.06326586046957221,0.07944295603493005
3,v_measure_score,0.73401855617021,0.73401855617021,1.0,0.3580716771770839,0.3497884611487148
3,homogeneity_score,0.5798019866307755,0.5798019866307755,1.0,1.0000000000000004,1.0000000000000007
3,fowlkes_mallows_score,0.7739764956678843,0.7739764956678843,1.0,0.22291195779418924,0.22007775406264232
4,adjusted_mutual_info_score,0.5758440058424192,0.5758440058424192,1.0,0.13911623898945227,0.13692413921746555
4,adjusted_rand_score,0.24345712288879645,0.3319946452476573,1.0,0.07386012361593441,0.06349321644423056
4,v_measure_score,0.5771596324111234,0.5252710751214142,1.0,0.4058908535598073,0.4066846565452651
4,homogeneity_score,0.4056390622295664,0.4056390622295664,1.0,1.0,1.0000000000000002
4,fowlkes_mallows_score,0.6309309282925378,0.6309309282925378,1.0,0.205096358156434,0.20415048213227102
5,adjusted_mutual_info_score,0.4723284454204041,0.4723284454204041,1.0,0.13386151198149607,0.13393864441792414
5,adjusted_rand_score,0.2091917591125198,0.2091917591125198,1.0,0.06051587568481927,0.053569045596683164
5,v_measure_score,0.4743509876140327,0.4743509876140327,1.0,0.44835143327025107,0.4437867004572983
5,homogeneity_score,0.31091750708257165,0.31091750708257165,1.0,0.9999999999999998,0.9999999999999998
5,fowlkes_mallows_score,0.44541754970720937,0.540402996133523,1.0,0.18553771159589746,0.20120847021149105
6,adjusted_mutual_info_score,0.4006860250634278,0.4006860250634278,1.0,0.11985538152756542,0.11986804359190188
6,adjusted_rand_score,0.14280046313813358,0.14280046313813358,1.0,0.06738799274761301,0.05615997975776856
6,v_measure_score,0.40339673724603387,0.3891921376314038,1.0,0.47464376061739155,0.4731068376367469
6,homogeneity_score,0.25265934666212486,0.25265934666212486,1.0,0.9956890427521629,0.9961578966910709
6,fowlkes_mallows_score,0.478753773458486,0.478753773458486,1.0,0.20125961699784484,0.18327960624560682
7,adjusted_mutual_info_score,0.3461808234254581,0.3461808234254581,1.0,0.11659764200524074,0.11268308499286066
7,adjusted_rand_score,0.10215061011243265,0.1021270169553361,1.0,0.06140223311207206,0.038961620545958565
7,v_measure_score,0.3495766549552644,0.30595524496791776,1.0,0.5031633860740808,0.500555852421612
7,homogeneity_score,0.21181029461613013,0.21181029461613013,1.0,1.0000000000000004,1.0000000000000004
7,fowlkes_mallows_score,0.432955844517536,0.432955844517536,1.0,0.19389829041041068,0.16698817996785803
8,adjusted_mutual_info_score,0.3040585314174562,0.29264044360406827,1.0,0.10283349665740517,0.09907383191147898
8,adjusted_rand_score,0.07657302672940829,0.04918909044519935,1.0,0.0512319109976571,0.05148559230487698
8,v_measure_score,0.30246345959593907,0.30246345959593907,1.0,0.5145761341927219,0.5161032881422105
8,homogeneity_score,0.17905514418082558,0.18212454201760525,1.0,0.9811538347674358,0.9810223224882273
8,fowlkes_mallows_score,0.3976913183335691,0.3968756665506746,1.0,0.17090274370076003,0.16546034074218882
9,adjusted_mutual_info_score,0.270524466641698,0.27052446664169794,0.6034815703060594,0.09224039828350174,0.08659844126691621
9,adjusted_rand_score,0.05930414861495319,0.05930414861495319,0.7784354091610911,0.05952397128203482,0.06316683566222324
9,v_measure_score,0.2752712891723133,0.2752712891723133,0.6625773012603213,0.511482678617671,0.5097290200271473
9,homogeneity_score,0.15960265950475902,0.16172147823324912,0.592547465136494,0.917396509078373,0.9156088082917546
9,fowlkes_mallows_score,0.369534400926021,0.3687593999508985,0.9281446020730858,0.15332829214513338,0.1595309070532177
10,adjusted_mutual_info_score,0.24198768004095075,0.23743268647789692,0.1305313843292413,0.072104226230019,0.072104226230019
10,adjusted_rand_score,0.04680038204393505,0.046751143717364635,0.20303948263869684,0.13993397768331076,0.13993397768331076
10,v_measure_score,0.24743077525664675,0.24743077525664675,0.2704219073892866,0.43877746815532914,0.43877746815532914
10,homogeneity_score,0.14118174150460763,0.14118174150460763,0.21634835777079564,0.6926807898703407,0.6926807898703407
10,fowlkes_mallows_score,0.34541781614826855,0.34612772350390414,0.4659735691727802,0.22055495566918173,0.22055495566918173
11,adjusted_mutual_info_score,0.21313540016490512,0.21414208129972853,0.009487098477712523,0.09055755094688953,0.09324406839432378
11,adjusted_rand_score,0.03857529619280807,0.038548546807131524,0.011616735218919661,0.09523885374536797,0.09129325202142194
11,v_measure_score,0.22709319238442657,0.22709319238442657,0.09523618508524408,0.3020530507202711,0.30189424713711915
11,homogeneity_score,0.12809087957073717,0.12809087957073717,0.07274684537876694,0.3492372005680863,0.3565225738590764
11,fowlkes_mallows_score,0.3264440439359714,0.32339656794046795,0.22827145655583125,0.1717713379202724,0.17283575887881056
12,adjusted_mutual_info_score,0.16971422673625275,0.20116622281605231,0.04701062468893114,0.12580824309834454,0.13186206415193083
12,adjusted_rand_score,0.03184080533453314,0.01985995460528577,0.03284434284258449,0.06182161928353295,0.0539927890875519
12,v_measure_score,0.2080080523800667,0.2080080523800667,0.1064078134707946,0.1979215170047281,0.20643189449118504
12,homogeneity_score,0.11607644367840846,0.11607644367840846,0.09341577494550417,0.18683418954989392,0.18453045480875702
12,fowlkes_mallows_score,0.3104293139614599,0.3104293139614599,0.16451231304136132,0.1791856131130014,0.18739994804612162
13,adjusted_mutual_info_score,0.18538291983618022,0.18538291983618022,0.031496739625153224,0.124791204279538,0.12474383501978095
13,adjusted_rand_score,0.07716601862960848,0.04036646899842026,0.017894235167332535,0.05818442185984054,0.05758801317119884
13,v_measure_score,0.16799422550916365,0.19294402644987965,0.10085542369112221,0.16072401726589544,0.1541631812347289
13,homogeneity_score,0.15614546261220938,0.10677257886529336,0.08945227875669605,0.13824767638912733,0.13164807933324854
13,fowlkes_mallows_score,0.2168047637679934,0.29619219144908576,0.14756933445506767,0.17863537630697732,0.18338994293130642
14,adjusted_mutual_info_score,0.1570838488625039,0.17028672882532028,0.03704197395547608,0.12378764380353427,0.1073732407434543
14,adjusted_rand_score,0.03916794332457948,0.04172326312856484,0.02385262586676985,0.053522568869519886,0.05335160751087241
14,v_measure_score,0.16130553024235852,0.17860828417384633,0.10864542425095473,0.16037494903272445,0.1510648367390652
14,homogeneity_score,0.1648141587186251,0.11015838918191997,0.09763698383252586,0.1294399082713115,0.13126183897564156
14,fowlkes_mallows_score,0.18056785550724697,0.28343632992255496,0.13629619634086393,0.1565657056181145,0.17269607273074694
15,adjusted_mutual_info_score,0.12426061550229138,0.10149591255953358,0.046374423363093165,0.1076599227365635,0.1006821462203053
15,adjusted_rand_score,0.049340132623673434,0.032702843393325,0.037188122441930885,0.05149970326718867,0.055586221035081866
15,v_measure_score,0.13593297290442663,0.15187023112055265,0.12908079163392874,0.14058691910229434,0.14883143874858396
15,homogeneity_score,0.1381959467217929,0.104146195235851,0.11994725344023834,0.11839223925485684,0.12010811318082266
15,fowlkes_mallows_score,0.13789272599966676,0.19201539618407779,0.12579052850021552,0.1515144660617632,0.15833799724400094
16,adjusted_mutual_info_score,0.10173831729569391,0.08496011977749952,0.0443692296717678,0.09111413054024885,0.10648945605357141
16,adjusted_rand_score,0.06007191738356426,0.02139368918796045,0.03577187319943142,0.03626072306334303,0.04363519677017172
16,v_measure_score,0.13779844906530608,0.21386558020891852,0.13631612195333678,0.1423166335199576,0.14488757775873312
16,homogeneity_score,0.14989973490376043,0.12739318840144379,0.1281775502754093,0.116377895510828,0.1146626598579469
16,fowlkes_mallows_score,0.14070123034889723,0.13889308885933754,0.11813634899860644,0.1413050319477985,0.14236143616023425
17,adjusted_mutual_info_score,0.09313104035525581,0.08350132425873762,0.04633171478640544,0.09102538033431759,0.09402353386717853
17,adjusted_rand_score,0.05223313712460734,0.046507531707885255,0.04112936590175754,0.049457336476068335,0.0532776050213763
17,v_measure_score,0.1337615511206892,0.13731426071541117,0.1493026842135409,0.14523136226615938,0.13715491156579565
17,homogeneity_score,0.14457833827532024,0.15303349966953872,0.1445625608367861,0.13582402770793875,0.11849075470591047
17,fowlkes_mallows_score,0.12687114623328166,0.1417069861329646,0.10908311081158946,0.14360504672649693,0.1300947330094002
18,adjusted_mutual_info_score,0.0818091949440803,0.07947244314010608,0.035459114179730376,0.09907795220378622,0.09670754102998966
18,adjusted_rand_score,0.03793312139722981,0.04786967870442726,0.03778680205014588,0.03916260206492002,0.04270398966727368
18,v_measure_score,0.1475605932392716,0.1553055709564279,0.1481138298184667,0.14625131551039078,0.14831235444190757
18,homogeneity_score,0.14731764754929003,0.14306229924131914,0.1426032285906856,0.11722800855045858,0.11271163357939132
18,fowlkes_mallows_score,0.11641019927515085,0.1220865651315198,0.10203708576577519,0.12548213556336854,0.129124319875021
19,adjusted_mutual_info_score,0.0733041764710785,0.08056937675750571,0.03584728411656177,0.08604589600011293,0.07653754300272035
19,adjusted_rand_score,0.03676525780413491,0.045849770097589324,0.0317884853549987,0.03365159866010488,0.03764406145240101
