K,Metric,bayesian,spectral,leiden,louvain
5,adjusted_mutual_info_score,0.39506619955413186,0.06884967701013063,0.25051769616001324,0.25727937709910764
5,adjusted_rand_score,0.18689045174075175,0.05028760984432078,0.22561478654944192,0.22077147673598754
5,v_measure_score,0.38975098565470745,0.14002909633247843,0.33955224741638457,0.3439716330345142
8,adjusted_mutual_info_score,0.20806021467993602,0.11373027343818728,0.1772711537185292,0.18924332749759476
8,adjusted_rand_score,0.08483649112433655,0.10870352743775209,0.12194736573409984,0.12084104959333972
8,v_measure_score,0.2933336932154744,0.2414386184612689,0.26009653585554793,0.2667828284683755
12,adjusted_mutual_info_score,0.13861912765444312,0.08494392995149884,0.1283798183434453,0.11715644727222849
12,adjusted_rand_score,0.06174380906740571,0.07546994787135688,0.07536613076833941,0.0717688394861818
12,v_measure_score,0.2662654982888751,0.33832841850308676,0.2591755103015224,0.2662217791132186
16,adjusted_mutual_info_score,0.06634414560439716,0.06727607327523435,0.08132195379987886,0.08233390034817137
16,adjusted_rand_score,0.03702568141890122,0.06023249211662005,0.04311199654877838,0.04318577285390571
16,v_measure_score,0.2572458504855105,0.4290854561362695,0.2640971855927777,0.25630138319173457
20,adjusted_mutual_info_score,0.015360376825808228,0.028230773378451403,0.034617141256075026,0.038060292922450334
20,adjusted_rand_score,0.009566070823950917,0.02375047803852718,0.0201949176346488,0.017701655007776654
20,v_measure_score,0.2767866811696481,0.49347123267892057,0.26779879548552865,0.2717181745627213
