p_out,Metric,bayesian,bayesian_fixed_K,spectral,leiden,louvain
0.0,adjusted_mutual_info_score,0.480938738306409,0.4758735861144404,0.8996352713880315,0.1320032439659536,0.13064717767431203
0.0,adjusted_rand_score,0.22972397224104188,0.213973085618045,0.8994949494949495,0.059926560565039824,0.055121847946446936
0.0,v_measure_score,0.49889078294765216,0.44593975099660144,0.9,0.44228456963144447,0.4412767446566785
0.0,homogeneity_score,0.3388693847051554,0.3388693847051554,0.9,0.9829110153815848,0.9829983239291031
0.0,fowlkes_mallows_score,0.5113127834204725,0.5407497849666797,0.9494949494949495,0.18663088114656595,0.1902933994399824
0.1111111111111111,adjusted_mutual_info_score,0.47232844542040403,0.4875468354382413,0.8996352713880315,0.1320555224815244,0.1304979298596658
0.1111111111111111,adjusted_rand_score,0.22446717552888984,0.22802656944119143,0.8994949494949495,0.061041136514543834,0.0589533740757255
0.1111111111111111,v_measure_score,0.4882901969324716,0.4924133384305997,0.9,0.4410749906774446,0.44103745353757084
0.1111111111111111,homogeneity_score,0.30694436826595617,0.3065698075243749,0.9,0.9827990398384072,0.9829174690710543
0.1111111111111111,fowlkes_mallows_score,0.544903642041276,0.5485956844383336,0.9494949494949495,0.1881780049751046,0.18447628902397414
0.2222222222222222,adjusted_mutual_info_score,0.4983060685894876,0.45194732031744067,0.8996352713880315,0.1312491970480038,0.1312109270945016
0.2222222222222222,adjusted_rand_score,0.23634750515756336,0.21542832924631136,0.8994949494949495,0.058637552492767954,0.062036353012158076
0.2222222222222222,v_measure_score,0.5011642305818799,0.44328084826307856,0.9,0.4414317156476443,0.4405398681375556
0.2222222222222222,homogeneity_score,0.30777763399689817,0.3038977074489797,0.9,0.9828598471147247,0.9828171847446157
0.2222222222222222,fowlkes_mallows_score,0.5316867143991848,0.5495578330749489,0.9494949494949495,0.19331004034632973,0.18061282638653342
0.3333333333333333,adjusted_mutual_info_score,0.43805139926875525,0.48410703646474584,0.8996352713880315,0.13154939404130278,0.1300879433713963
0.3333333333333333,adjusted_rand_score,0.21979501148352032,0.21587142270878798,0.8994949494949495,0.0638053860637133,0.05269852471255898
0.3333333333333333,v_measure_score,0.49883853463441047,0.4855849945338697,0.9,0.4424357666999284,0.441587400833674
0.3333333333333333,homogeneity_score,0.3388693847051554,0.3388693847051554,0.9,0.982941117460485,0.9828570418884202
0.3333333333333333,fowlkes_mallows_score,0.5456866357625755,0.528347034253376,0.9494949494949495,0.189216737091518,0.18696387092354955
0.4444444444444444,adjusted_mutual_info_score,0.4766516513149671,0.4946530747349847,0.8996352713880315,0.13150908346268853,0.13130837040576046
0.4444444444444444,adjusted_rand_score,0.2341852244877245,0.21542832924631136,0.8994949494949495,0.06269576978820053,0.05944744675822877
0.4444444444444444,v_measure_score,0.5011642305818799,0.49494172030328665,0.9,0.44189870864760755,0.4404441958192127
0.4444444444444444,homogeneity_score,0.3360557323074322,0.3366374401414133,0.9,0.9829415122126648,0.9828080593352027
0.4444444444444444,fowlkes_mallows_score,0.5421390801937158,0.5215857931707378,0.9494949494949495,0.19113136738679476,0.18424838715381914
0.5555555555555556,adjusted_mutual_info_score,0.47758276926768917,0.499180164859481,0.8996352713880315,0.131852399292457,0.13044750467881575
0.5555555555555556,adjusted_rand_score,0.23634750515756336,0.23634750515756336,0.8994949494949495,0.05868906813911164,0.05134541188073731
0.5555555555555556,v_measure_score,0.5011642305818799,0.44061441011312674,0.9,0.44090885783273964,0.440433863825216
0.5555555555555556,homogeneity_score,0.3383449663972601,0.33886938470515543,0.9,0.9828254666328291,0.9829017706157355
0.5555555555555556,fowlkes_mallows_score,0.5535977167492557,0.5535977167492557,0.9494949494949495,0.19347142800638262,0.18682280595543538
0.6666666666666666,adjusted_mutual_info_score,0.4723611125313836,0.4975283260023793,0.8996352713880315,0.13204233939858417,0.1315573837266623
0.6666666666666666,adjusted_rand_score,0.20289781608014348,0.22560511249227347,0.8994949494949495,0.0571281699370982,0.05577110211374695
0.6666666666666666,v_measure_score,0.4906722595522416,0.48990155623882037,0.9,0.4417552914371183,0.4401615375731917
0.6666666666666666,homogeneity_score,0.3353885345006329,0.33800042126733426,0.9,0.9828929616075787,0.9828304882330684
0.6666666666666666,fowlkes_mallows_score,0.5445917983926136,0.5356687392702806,0.9494949494949495,0.19239882311422343,0.18599127717357733
0.7777777777777777,adjusted_mutual_info_score,0.43564457754540264,0.49072892617927427,0.8996352713880315,0.1326760927249628,0.13071180004620675
0.7777777777777777,adjusted_rand_score,0.2104768916418906,0.20964956715501284,0.8994949494949495,0.06475333371636442,0.05907131628369753
0.7777777777777777,v_measure_score,0.43661659652225226,0.5011642305818799,0.9,0.44118031195457313,0.440457585576011
0.7777777777777777,homogeneity_score,0.33800042126733426,0.3388693847051554,0.9,0.9828573525525316,0.9828527294042368
0.7777777777777777,fowlkes_mallows_score,0.5528802125466538,0.5515234044144467,0.9494949494949495,0.19252152638241887,0.18769038231058682
0.8888888888888888,adjusted_mutual_info_score,0.46962568382395303,0.48957923153688965,0.8996352713880315,0.13234588753986706,0.13052214482344562
0.8888888888888888,adjusted_rand_score,0.22621504824470087,0.22984129517032761,0.8994949494949495,0.05836840527561089,0.05278125768572117
0.8888888888888888,v_measure_score,0.49437961209172,0.4969148293663649,0.9,0.44218913062764464,0.4407269778765245
0.8888888888888888,homogeneity_score,0.3055547525067418,0.3383449663972601,0.9,0.9829074781406792,0.9828448517574966
0.8888888888888888,fowlkes_mallows_score,0.5492719979265546,0.5397962096663202,0.9494949494949495,0.1941585542226574,0.18788701930280655
1.0,adjusted_mutual_info_score,0.499180164859481,0.49026774515174587,0.8996352713880315,0.1316057532502774,0.12878341507676688
1.0,adjusted_rand_score,0.22641261896336565,0.22837970093753338,0.8994949494949495,0.057667297358653134,0.058495267502385886
1.0,v_measure_score,0.48864624249713395,0.5011642305818799,0.9,0.4421294810756722,0.4398511339742117
1.0,homogeneity_score,0.3371314578295131,0.33601891314849724,0.9,0.9828769426980951,0.9828581104318932
1.0,fowlkes_mallows_score,0.5478181807283817,0.5472534269012568,0.9494949494949495,0.18744019328405653,0.1838337194349501
