p_out,Metric,bayesian,bayesian_fixed_K,spectral,leiden,louvain
0.1,adjusted_mutual_info_score,0.7337097087878178,0.7337097087878178,1.0,0.1365481326625899,0.13636035368221394
0.1,adjusted_rand_score,0.5716725949351892,0.41461392039843387,1.0,0.05733209793074179,0.047907176738909873
0.1,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.3274211819920323,0.3235110784572272
0.1,homogeneity_score,0.5798004017665548,0.5798004017665548,1.0,1.0,1.0000000000000002
0.1,fowlkes_mallows_score,0.6918024046787167,0.774441486094731,1.0,0.2072747029471772,0.19785692759330514
0.2,adjusted_mutual_info_score,0.5747983345598066,0.7337097087878178,1.0,0.13637808822703906,0.13519668337696428
0.2,adjusted_rand_score,0.5716725949351892,0.5716725949351892,1.0,0.04605600476790765,0.042537126221193745
0.2,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.3257945914204292,0.3261005988685761
0.2,homogeneity_score,0.5798004017665548,0.5674035830575055,1.0,1.0000000000000002,1.0
0.2,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.20540811350649393,0.19606951030721373
0.3,adjusted_mutual_info_score,0.7337097087878178,0.6774631271321078,1.0,0.1362446216366639,0.13550355757718802
0.3,adjusted_rand_score,0.5716725949351892,0.3537973730330815,1.0,0.04903585156119299,0.0586269363988793
0.3,v_measure_score,0.7340172861308478,0.7169150831296228,1.0,0.32573684202812264,0.3271273282680835
0.3,homogeneity_score,0.5623103404753091,0.5798004017665548,1.0,1.0000000000000002,1.0
0.3,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.20929722495644,0.18491759017583753
0.4,adjusted_mutual_info_score,0.7337097087878178,0.7337097087878178,1.0,0.13512923524970727,0.13514671627515515
0.4,adjusted_rand_score,0.5716725949351892,0.5716725949351892,1.0,0.04949027404350947,0.06341665317490644
0.4,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.3256769100817033,0.32243378988958626
0.4,homogeneity_score,0.579800401766555,0.5798004017665548,1.0,1.0000000000000002,1.0
0.4,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.2061976415169843,0.22578492984689835
0.5,adjusted_mutual_info_score,0.7337097087878178,0.7337097087878178,1.0,0.13612258088261184,0.1340436305810721
0.5,adjusted_rand_score,0.5716725949351892,0.5716725949351892,1.0,0.049435435514348175,0.05727747755706435
0.5,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.3235804579639258,0.32397986781643423
0.5,homogeneity_score,0.5798004017665548,0.5798004017665548,1.0,1.0000000000000002,1.0
0.5,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.18512900827156026,0.20971373725886927
0.6,adjusted_mutual_info_score,0.6728310026385467,0.7337097087878178,1.0,0.13271720736737508,0.13553924911817988
0.6,adjusted_rand_score,0.5716725949351892,0.5716725949351892,1.0,0.0501168916553356,0.05853336222395461
0.6,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.3236850325991049,0.32736408968283304
0.6,homogeneity_score,0.5798004017665548,0.5798004017665548,1.0,1.0000000000000002,1.0
0.6,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.20776769699091074,0.1921632281821463
0.7,adjusted_mutual_info_score,0.7337097087878178,0.7337097087878178,1.0,0.13517780866335904,0.13640881725399198
0.7,adjusted_rand_score,0.5716725949351892,0.42205706038615165,1.0,0.05950008050570705,0.0598274095132761
0.7,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.32420776463026896,0.3219951232036757
0.7,homogeneity_score,0.5798004017665548,0.5798004017665548,1.0,1.0,1.0
0.7,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.2024273909135793,0.2175451286451289
0.8,adjusted_mutual_info_score,0.7337097087878178,0.7337097087878178,1.0,0.13515647765775624,0.13502497553830636
0.8,adjusted_rand_score,0.5716725949351892,0.5716725949351892,1.0,0.06416326286738605,0.05095468109425155
0.8,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.32167510963873236,0.32629778575494567
0.8,homogeneity_score,0.5798004017665548,0.5798004017665548,1.0,1.0,1.0
0.8,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.19888838744078316,0.21152811383013778
0.9,adjusted_mutual_info_score,0.7337097087878178,0.7337097087878178,1.0,0.13490472019308378,0.13640384356786528
0.9,adjusted_rand_score,0.5716725949351892,0.5716725949351892,1.0,0.051095582608527035,0.05543510195625249
0.9,v_measure_score,0.7340172861308478,0.7340172861308478,1.0,0.32236061057441484,0.3235999263307891
0.9,homogeneity_score,0.5798004017665548,0.5798004017665548,1.0,1.0,1.0
0.9,fowlkes_mallows_score,0.774441486094731,0.774441486094731,1.0,0.18718183952794432,0.19980913699402347
