K,Metric,bayesian,spectral,leiden,louvain
41,adjusted_mutual_info_score,-0.0019803749822736865,0.004651468384334154,0.01009559693420062,0.012905259317886542
41,adjusted_rand_score,0.002484915165963399,0.003138512385749278,0.004537995483532598,0.004179755778532025
41,v_measure_score,0.32528332514821706,0.7255304211744205,0.37990674118205814,0.3764365838149787
43,adjusted_mutual_info_score,-0.002146698833428285,0.01180923829418756,0.013892962996656561,0.005407654300295524
43,adjusted_rand_score,-0.001566606116315514,0.008443605011774113,0.004066367033742107,0.0019839194218624684
43,v_measure_score,0.3807508038462669,0.738395244047207,0.3938852954148506,0.39525777145010343
45,adjusted_mutual_info_score,-0.002765191846984428,0.012248219448841099,0.015514181135931695,0.009506491588752209
45,adjusted_rand_score,-0.000709575914685248,0.008476056026084566,0.005841087315821055,0.007435280156501092
45,v_measure_score,0.3958970721409742,0.7533736048356108,0.40067169809357395,0.4042689284147506
47,adjusted_mutual_info_score,0.0021704357139473887,0.01399869869671418,0.014537574845812098,0.015339817529855549
47,adjusted_rand_score,0.0035780251535235397,0.010020086839000924,0.0035778370428457226,0.0057508314817942725
47,v_measure_score,0.37038913096859893,0.7679352635310942,0.39003440826436625,0.3951427468328183
50,adjusted_mutual_info_score,0.004655636547671119,0.004847896329032174,0.007525961132530607,0.009506326938782544
50,adjusted_rand_score,-0.0004954140984099383,0.00359639581037587,0.003040274896198879,0.002913961442006616
50,v_measure_score,0.41564243082462793,0.7845320932120302,0.41554104045731777,0.4148499370074498
